filename,log_sr_r,log_sr_g,log_sr_b
84-7.tiff,0.6304,0.5876,0.5072
84-8.tiff,0.6321,0.5872,0.5056
84-9.tiff,0.6344,0.5871,0.5028
85-1.tiff,0.6249,0.5891,0.5124
85-10.tiff,0.6195,0.5903,0.5174
85-11.tiff,0.6271,0.5888,0.5099
85-12.tiff,0.6260,0.5891,0.5110
85-13.tiff,0.6220,0.5898,0.5150
85-14.tiff,0.6226,0.5895,0.5147
85-15.tiff,0.6236,0.5893,0.5136
85-16.tiff,0.6268,0.5885,0.5107
85-17.tiff,0.6244,0.5892,0.5128
85-18.tiff,0.6244,0.5893,0.5127
85-19.tiff,0.6263,0.5888,0.5110
85-2.tiff,0.6256,0.5890,0.5116
85-20.tiff,0.6247,0.5891,0.5125
85-21.tiff,0.6244,0.5893,0.5127
85-22.tiff,0.6244,0.5894,0.5125
85-23.tiff,0.6263,0.5888,0.5109
85-24.tiff,0.6250,0.5891,0.5122
85-25.tiff,0.6214,0.5900,0.5155
85-26.tiff,0.6249,0.5890,0.5123
85-3.tiff,0.6267,0.5888,0.5104
85-4.tiff,0.6276,0.5887,0.5094
85-5.tiff,0.6262,0.5891,0.5107
85-6.tiff,0.6255,0.5892,0.5115
85-7.tiff,0.6249,0.5894,0.5120
85-8.tiff,0.6221,0.5901,0.5146
85-9.tiff,0.6213,0.5902,0.5154
86-1.tiff,0.6365,0.5854,0.5022
86-10.tiff,0.6419,0.5837,0.4973
86-11.tiff,0.6372,0.5863,0.5003
86-12.tiff,0.6358,0.5866,0.5017
86-13.tiff,0.6356,0.5851,0.5036
86-14.tiff,0.6368,0.5848,0.5026
86-15.tiff,0.6359,0.5864,0.5018
86-16.tiff,0.6351,0.5864,0.5027
86-17.tiff,0.6370,0.5841,0.5030
86-18.tiff,0.6377,0.5855,0.5006
86-19.tiff,0.6367,0.5850,0.5025
86-2.tiff,0.6382,0.5857,0.4996
86-20.tiff,0.6334,0.5861,0.5053
86-21.tiff,0.6320,0.5857,0.5075
86-22.tiff,0.6314,0.5861,0.5078
86-3.tiff,0.6374,0.5861,0.5003
86-4.tiff,0.6403,0.5863,0.4963
86-5.tiff,0.6392,0.5864,0.4976
86-6.tiff,0.6396,0.5829,0.5012
86-7.tiff,0.6372,0.5841,0.5029
86-8.tiff,0.6380,0.5838,0.5021
86-9.tiff,0.6365,0.5849,0.5028
87-1.tiff,0.6509,0.5831,0.4861
87-10.tiff,0.6500,0.5821,0.4885
87-11.tiff,0.6514,0.5832,0.4854
87-12.tiff,0.6505,0.5825,0.4874
87-13.tiff,0.6506,0.5825,0.4872
87-14.tiff,0.6502,0.5825,0.4877
87-15.tiff,0.6501,0.5834,0.4869
87-16.tiff,0.6505,0.5826,0.4873
87-17.tiff,0.6511,0.5826,0.4865
87-18.tiff,0.6513,0.5831,0.4857
87-19.tiff,0.6491,0.5830,0.4886
87-2.tiff,0.6500,0.5826,0.4880
87-20.tiff,0.6505,0.5834,0.4864
87-3.tiff,0.6501,0.5825,0.4879
87-4.tiff,0.6495,0.5834,0.4877
87-5.tiff,0.6509,0.5828,0.4865
87-6.tiff,0.6509,0.5827,0.4867
87-7.tiff,0.6516,0.5832,0.4851
87-8.tiff,0.6513,0.5832,0.4856
87-9.tiff,0.6508,0.5827,0.4868
88-1.tiff,0.7243,0.5720,0.3851
88-10.tiff,0.7274,0.5710,0.3806
88-11.tiff,0.7275,0.5710,0.3805
88-12.tiff,0.7272,0.5720,0.3795
88-13.tiff,0.7132,0.5747,0.4012
88-14.tiff,0.7106,0.5752,0.4052
88-15.tiff,0.7039,0.5765,0.4149
88-16.tiff,0.7140,0.5752,0.3991
88-17.tiff,0.6989,0.5774,0.4221
88-2.tiff,0.7251,0.5713,0.3844
88-3.tiff,0.7190,0.5722,0.3945
88-4.tiff,0.7087,0.5747,0.4092
88-5.tiff,0.6918,0.5786,0.4320
88-6.tiff,0.7214,0.5716,0.3910
88-7.tiff,0.7269,0.5711,0.3813
88-8.tiff,0.7259,0.5713,0.3829
88-9.tiff,0.7259,0.5712,0.3832
89-1.tiff,0.6456,0.5853,0.4905
89-10.tiff,0.6449,0.5854,0.4914
89-11.tiff,0.6478,0.5842,0.4890
89-12.tiff,0.6469,0.5842,0.4900
89-13.tiff,0.6455,0.5858,0.4901
89-14.tiff,0.6445,0.5853,0.4921
89-15.tiff,0.6445,0.5853,0.4920
89-16.tiff,0.6454,0.5851,0.4909
89-17.tiff,0.6464,0.5856,0.4890
89-18.tiff,0.6463,0.5850,0.4899
89-19.tiff,0.6449,0.5853,0.4915
89-2.tiff,0.6462,0.5840,0.4913
89-3.tiff,0.6473,0.5814,0.4929
89-4.tiff,0.6433,0.5856,0.4933
89-5.tiff,0.6429,0.5857,0.4936
89-6.tiff,0.6451,0.5854,0.4911
89-7.tiff,0.6455,0.5854,0.4905
89-8.tiff,0.6468,0.5821,0.4928
89-9.tiff,0.6451,0.5851,0.4914
9-1.tiff,0.6311,0.5881,0.5058
9-10.tiff,0.6266,0.5877,0.5118
9-11.tiff,0.6295,0.5877,0.5082
9-12.tiff,0.6291,0.5878,0.5087
9-2.tiff,0.6302,0.5872,0.5079
9-3.tiff,0.6275,0.5877,0.5107
9-4.tiff,0.6290,0.5875,0.5091
9-5.tiff,0.6309,0.5872,0.5071
9-6.tiff,0.6309,0.5877,0.5066
9-7.tiff,0.6291,0.5878,0.5086
9-8.tiff,0.6268,0.5876,0.5117
9-9.tiff,0.6270,0.5876,0.5114
